u3	i80	1
u3	i81	1
u4	i6	1
u4	i41	1
u4	i41	1
u4	i41	1
u4	i41	1
u4	i66	1
u4	i61	1
u5	i43	1
u5	i43	1
u5	i43	1
u5	i43	1
u5	i43	1
u5	i43	1
u5	i44	1
u5	i44	1
u5	i44	1
u5	i44	1
u5	i44	1
u5	i44	1
u5	i44	1
u5	i44	1
u5	i44	1
u5	i44	1
u5	i44	1
u5	i36	1
u5	i47	1
u5	i62	1
u5	i62	1
u5	i47	1
u5	i47	1
u5	i47	1
u5	i44	1
u5	i44	1
u5	i58	1
u5	i47	1
u5	i42	1
u5	i56	1
u5	i55	1
u5	i44	1
u5	i55	1
u5	i56	1
u5	i56	1
u5	i56	1
u5	i56	1
u5	i56	1
u5	i56	1
u5	i56	1
u5	i38	1
u5	i82	1
u5	i82	1
u5	i82	1
u5	i83	1
u5	i83	1
u5	i55	1
u5	i61	1
u5	i44	1
u5	i44	1
u5	i62	1
u5	i62	1
u5	i62	1
u5	i60	1
u5	i44	1
u6	i56	1
u6	i61	1
u6	i55	1
u6	i55	1
u6	i55	1
u6	i61	1
u6	i56	1
u6	i55	1
u6	i55	1
u6	i55	1
u6	i44	1
u6	i44	1
u6	i44	1
u6	i59	1
u6	i59	1
u6	i61	1
u6	i44	1
u7	i6	1
u8	i6	1
u9	i44	1
u9	i44	1
u9	i44	1
u9	i44	1
u9	i66	1
u9	i59	1
u10	i66	1
u10	i76	1
u10	i76	1
u10	i76	1
u10	i76	1
u10	i76	1
u10	i76	1
u13	i41	1
u14	i44	1
u15	i4	1
u15	i42	1
u16	i56	1
u16	i56	1
u16	i56	1
u16	i79	1
u16	i79	1
u17	i36	1
u17	i36	1
u17	i85	1
u17	i42	1
u17	i42	1
u17	i42	1
u17	i42	1
u17	i42	1
u17	i38	1
u17	i38	1
u17	i41	1
u17	i41	1
u17	i41	1
u17	i41	1
u17	i41	1
u17	i41	1
u17	i61	1
u17	i61	1
u19	i4	1
u19	i4	1
u19	i4	1
u19	i41	1
u19	i62	1
u19	i62	1
u22	i45	1
u25	i41	1
u25	i44	1
u25	i44	1
u25	i44	1
u25	i44	1
u25	i44	1
u25	i54	1
u25	i47	1
u25	i44	1
u25	i44	1
u25	i44	1
u25	i44	1
u27	i41	1
u27	i41	1
u27	i44	1
u27	i54	1
u27	i41	1
u29	i6	1
u30	i44	1
u30	i43	1
u30	i52	1
u30	i42	1
u30	i42	1
u30	i66	1
u30	i61	1
u30	i57	1
u30	i62	1
u30	i62	1
u30	i62	1
u30	i44	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i36	1
u31	i36	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i41	1
u31	i41	1
u32	i62	1
u33	i61	1
u33	i61	1
u33	i61	1
u34	i62	1
u35	i6	1
u35	i45	1
u35	i54	1
u36	i54	1
u39	i41	1
u40	i44	1
u40	i47	1
u40	i50	1
u40	i47	1
u40	i52	1
u40	i52	1
